Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
commons-lang,org.apache.commons.lang3,LocaleUtilsTest,testToLocale_2Part,Long Statement,The length of the statement "assertThrows(IllegalArgumentException.class`() -> LocaleUtils.toLocale("us_En")`"Should fail second part not uppercase");" is 121.,167
commons-lang,org.apache.commons.lang3,LocaleUtilsTest,testToLocale_2Part,Long Statement,The length of the statement "assertThrows(IllegalArgumentException.class`() -> LocaleUtils.toLocale("us_en")`"Should fail second part not uppercase");" is 121.,167
commons-lang,org.apache.commons.lang3,LocaleUtilsTest,testToLocale_2Part,Long Statement,The length of the statement "assertThrows(IllegalArgumentException.class`() -> LocaleUtils.toLocale("us_eN")`"Should fail second part not uppercase");" is 121.,167
commons-lang,org.apache.commons.lang3,LocaleUtilsTest,testToLocale_2Part,Long Statement,The length of the statement "assertThrows(IllegalArgumentException.class`() -> LocaleUtils.toLocale("us_E3")`"Should fail second part not uppercase");" is 121.,167
commons-lang,org.apache.commons.lang3,LocaleUtilsTest,testToLocale_3Part,Long Statement,The length of the statement "assertThrows(IllegalArgumentException.class`() -> LocaleUtils.toLocale("us_EN-a")`"Should fail as no consistent delimiter");" is 124.,199
commons-lang,org.apache.commons.lang3,LocaleUtilsTest,assertLocaleLookupList,Long Statement,The length of the statement "final List<Locale> localeList=defaultLocale == null ? LocaleUtils.localeLookupList(locale) : LocaleUtils.localeLookupList(locale`defaultLocale);" is 144.,222
commons-lang,org.apache.commons.lang3,LocaleUtilsTest,testLocaleLookupList_LocaleLocale,Long Statement,The length of the statement "assertLocaleLookupList(LOCALE_EN_US_ZZZZ`LOCALE_QQ_ZZ`new Locale[]{LOCALE_EN_US_ZZZZ`LOCALE_EN_US`LOCALE_EN`LOCALE_QQ_ZZ});" is 123.,259
commons-lang,org.apache.commons.lang3,LocaleUtilsTest,testLang865,Long Statement,The length of the statement "assertThrows(IllegalArgumentException.class`() -> LocaleUtils.toLocale("_G")`"Must be at least 3 chars if starts with underscore");" is 131.,495
commons-lang,org.apache.commons.lang3,LocaleUtilsTest,testLang865,Long Statement,The length of the statement "assertThrows(IllegalArgumentException.class`() -> LocaleUtils.toLocale("_Gb")`"Must be uppercase if starts with underscore");" is 125.,495
commons-lang,org.apache.commons.lang3,LocaleUtilsTest,testLang865,Long Statement,The length of the statement "assertThrows(IllegalArgumentException.class`() -> LocaleUtils.toLocale("_gB")`"Must be uppercase if starts with underscore");" is 125.,495
commons-lang,org.apache.commons.lang3,LocaleUtilsTest,testLang865,Long Statement,The length of the statement "assertThrows(IllegalArgumentException.class`() -> LocaleUtils.toLocale("_1B")`"Must be letter if starts with underscore");" is 122.,495
commons-lang,org.apache.commons.lang3,LocaleUtilsTest,testLang865,Long Statement,The length of the statement "assertThrows(IllegalArgumentException.class`() -> LocaleUtils.toLocale("_G1")`"Must be letter if starts with underscore");" is 122.,495
commons-lang,org.apache.commons.lang3,LocaleUtilsTest,testLang865,Long Statement,The length of the statement "assertThrows(IllegalArgumentException.class`() -> LocaleUtils.toLocale("_GB_")`"Must be at least 5 chars if starts with underscore");" is 133.,495
commons-lang,org.apache.commons.lang3,LocaleUtilsTest,testLang865,Long Statement,The length of the statement "assertThrows(IllegalArgumentException.class`() -> LocaleUtils.toLocale("_GBAP")`"Must have underscore after the country if starts with underscore and is at least 5 chars");" is 172.,495
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_combo,Magic Number,The method contains a magic number: 3,102
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_combo,Magic Number,The method contains a magic number: 2,102
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_combo,Magic Number,The method contains a magic number: 2,102
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_combo,Magic Number,The method contains a magic number: 2,102
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_combo,Magic Number,The method contains a magic number: 4,102
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_comboNegated,Magic Number,The method contains a magic number: 3,141
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_comboNegated,Magic Number,The method contains a magic number: 3,141
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_comboNegated,Magic Number,The method contains a magic number: 4,141
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_comboNegated,Magic Number,The method contains a magic number: 2,141
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_comboNegated,Magic Number,The method contains a magic number: 3,141
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_oddDash,Magic Number,The method contains a magic number: 2,182
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_oddDash,Magic Number,The method contains a magic number: 2,182
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_oddNegate,Magic Number,The method contains a magic number: 2,230
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_oddNegate,Magic Number,The method contains a magic number: 2,230
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_oddNegate,Magic Number,The method contains a magic number: 2,230
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_oddNegate,Magic Number,The method contains a magic number: 2,230
commons-lang,org.apache.commons.lang3,CharSetTest,testConstructor_String_oddNegate,Magic Number,The method contains a magic number: 2,230
commons-lang,org.apache.commons.lang3,CharSetTest,testStatics,Magic Number,The method contains a magic number: 2,436
commons-lang,org.apache.commons.lang3,CharUtilsPerfRun,printSysInfo,Long Statement,The length of the statement "System.out.println(SystemProperties.getJavaVendor() + " " + SystemProperties.getJavaRuntimeName()+ " "+ SystemProperties.getJavaRuntimeVersion());" is 146.,77
commons-lang,org.apache.commons.lang3,CharUtilsPerfRun,printSysInfo,Long Statement,The length of the statement "System.out.println(SystemProperties.getJavaVmVendor() + " " + SystemProperties.getJavaVmName()+ " "+ SystemProperties.getJavaVmVersion());" is 138.,77
commons-lang,org.apache.commons.lang3,CharUtilsPerfRun,printSysInfo,Long Statement,The length of the statement "System.out.println(SystemProperties.getOsName() + " " + SystemProperties.getOsVersion()+ " "+ SystemProperties.getOsArch()+ " "+ System.getProperty("sun.cpu.isalist"));" is 168.,77
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 2,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 3,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 4,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 5,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 6,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 7,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 8,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 9,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 10,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 10,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 11,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 11,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 12,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 12,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 13,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 13,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 14,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 14,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 15,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitToInt,Magic Number,The method contains a magic number: 15,37
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x8,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x4,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0xC,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x2,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0xA,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x6,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0xE,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x9,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x5,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x5,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0xD,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0xD,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x3,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x3,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0xB,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0xB,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x7,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x7,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0xF,67
commons-lang,org.apache.commons.lang3,ConversionTest,testHexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0xF,67
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigit_2args,Magic Number,The method contains a magic number: 2,229
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigit_2args,Magic Number,The method contains a magic number: 2,229
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigit_2args,Magic Number,The method contains a magic number: 3,229
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigit_2args,Magic Number,The method contains a magic number: 4,229
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigit_2args,Magic Number,The method contains a magic number: 5,229
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigit_2args,Magic Number,The method contains a magic number: 6,229
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigitMsb0_4bits_2args,Magic Number,The method contains a magic number: 2,293
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigitMsb0_4bits_2args,Magic Number,The method contains a magic number: 3,293
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigitMsb0_4bits_2args,Magic Number,The method contains a magic number: 2,293
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigitMsb0_4bits_2args,Magic Number,The method contains a magic number: 3,293
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigitMsb0_4bits_2args,Magic Number,The method contains a magic number: 4,293
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigitMsb0_4bits_2args,Magic Number,The method contains a magic number: 3,293
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit,Long Statement,The length of the statement "assertEquals('4'`Conversion.binaryBeMsb0ToHexDigit(new boolean[]{true`false`false`false`false`false`false`false`false`false`false`false`false`true`false`false}));" is 162.,328
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Long Statement,The length of the statement "assertEquals('5'`Conversion.binaryBeMsb0ToHexDigit(new boolean[]{true`false`false`false`false`false`false`false`false`false`false`true`false`true`false`false}`2));" is 163.,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Long Statement,The length of the statement "final boolean[] multiBytesArray={true`true`false`false`true`false`true`false`true`true`true`false`false`true`false`true};" is 121.,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 2,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 2,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 2,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 3,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 4,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 5,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 6,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 7,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 2,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 3,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 4,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 5,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 6,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 7,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 8,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 9,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 10,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 11,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 12,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 13,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 14,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryBeMsb0ToHexDigit_2args,Magic Number,The method contains a magic number: 15,373
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigitReverse,Magic Number,The method contains a magic number: 8,420
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigitReverse,Magic Number,The method contains a magic number: 100,420
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigitReverse,Magic Number,The method contains a magic number: 8,420
commons-lang,org.apache.commons.lang3,ConversionTest,testBinaryToHexDigitReverse,Magic Number,The method contains a magic number: 8,420
commons-lang,org.apache.commons.lang3,ConversionTest,binaryBeMsb0ToHexDigitPosOutsideArray,Magic Number,The method contains a magic number: 8,438
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigit,Magic Number,The method contains a magic number: 2,445
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigit,Magic Number,The method contains a magic number: 3,445
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigit,Magic Number,The method contains a magic number: 4,445
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigit,Magic Number,The method contains a magic number: 5,445
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigit,Magic Number,The method contains a magic number: 6,445
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigit,Magic Number,The method contains a magic number: 7,445
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigit,Magic Number,The method contains a magic number: 8,445
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigit,Magic Number,The method contains a magic number: 9,445
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigit,Magic Number,The method contains a magic number: 10,445
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigit,Magic Number,The method contains a magic number: 11,445
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigit,Magic Number,The method contains a magic number: 12,445
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigit,Magic Number,The method contains a magic number: 13,445
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigit,Magic Number,The method contains a magic number: 14,445
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigit,Magic Number,The method contains a magic number: 15,445
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigit,Magic Number,The method contains a magic number: 16,445
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigitMsb0,Magic Number,The method contains a magic number: 2,469
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigitMsb0,Magic Number,The method contains a magic number: 3,469
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigitMsb0,Magic Number,The method contains a magic number: 4,469
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigitMsb0,Magic Number,The method contains a magic number: 5,469
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigitMsb0,Magic Number,The method contains a magic number: 6,469
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigitMsb0,Magic Number,The method contains a magic number: 7,469
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigitMsb0,Magic Number,The method contains a magic number: 8,469
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigitMsb0,Magic Number,The method contains a magic number: 9,469
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigitMsb0,Magic Number,The method contains a magic number: 10,469
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigitMsb0,Magic Number,The method contains a magic number: 11,469
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigitMsb0,Magic Number,The method contains a magic number: 12,469
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigitMsb0,Magic Number,The method contains a magic number: 13,469
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigitMsb0,Magic Number,The method contains a magic number: 14,469
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigitMsb0,Magic Number,The method contains a magic number: 15,469
commons-lang,org.apache.commons.lang3,ConversionTest,testIntToHexDigitMsb0,Magic Number,The method contains a magic number: 16,469
commons-lang,org.apache.commons.lang3,ConversionTest,testIntArrayToLong,Magic Number,The method contains a magic number: 0x00000000CDF1F0C1L,506
commons-lang,org.apache.commons.lang3,ConversionTest,testIntArrayToLong,Magic Number,The method contains a magic number: 0x0F123456CDF1F0C1L,506
commons-lang,org.apache.commons.lang3,ConversionTest,testIntArrayToLong,Magic Number,The method contains a magic number: 2,506
commons-lang,org.apache.commons.lang3,ConversionTest,testIntArrayToLong,Magic Number,The method contains a magic number: 0x000000000F123456L,506
commons-lang,org.apache.commons.lang3,ConversionTest,testIntArrayToLong,Magic Number,The method contains a magic number: 0x123456789ABCDEF0L,506
commons-lang,org.apache.commons.lang3,ConversionTest,testIntArrayToLong,Magic Number,The method contains a magic number: 0x123456789ABCDEF0L,506
commons-lang,org.apache.commons.lang3,ConversionTest,testIntArrayToLong,Magic Number,The method contains a magic number: 0x1234567878000000L,506
commons-lang,org.apache.commons.lang3,ConversionTest,testIntArrayToLong,Magic Number,The method contains a magic number: 2,506
commons-lang,org.apache.commons.lang3,ConversionTest,testIntArrayToLong,Magic Number,The method contains a magic number: 0x123456789ABCDEF0L,506
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 0xCDF1,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 0xF0C1,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 0x0F12,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 0x3456,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 0x7800,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 0x000000000000CDF1L,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 0x00000000F0C1CDF1L,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 2,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 0x780034560F12F0C1L,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 4,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 0x123456789ABCDEF0L,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 0x123456789ABCDEF0L,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 0x123456CDF1BCDEF0L,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 0x123456789ABCDEF0L,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 24,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 0x123478003456DEF0L,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 3,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 0x123456789ABCDEF0L,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 16,524
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToLong,Magic Number,The method contains a magic number: 2,524
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0xCD,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0xF1,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0xF0,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0xC1,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0x0F,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0x12,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0x34,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0x56,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0x78,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0x00000000000000CDL,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0x00000000C1F0F1CDL,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 4,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0x000000000FC1F0F1L,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 4,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0x123456789ABCDEF0L,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0x123456789ABCDEF0L,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0x12345678CDBCDEF0L,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0x123456789ABCDEF0L,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 24,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0x123456789A7856F0L,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 7,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 0x123456789ABCDEF0L,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 8,545
commons-lang,org.apache.commons.lang3,ConversionTest,testByteArrayToLong,Magic Number,The method contains a magic number: 2,545
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToInt,Magic Number,The method contains a magic number: 0xCDF1,565
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToInt,Magic Number,The method contains a magic number: 0xF0C1,565
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToInt,Magic Number,The method contains a magic number: 0x0F12,565
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToInt,Magic Number,The method contains a magic number: 0x3456,565
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToInt,Magic Number,The method contains a magic number: 0x7800,565
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToInt,Magic Number,The method contains a magic number: 0x0000CDF1,565
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToInt,Magic Number,The method contains a magic number: 0xF0C1CDF1,565
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToInt,Magic Number,The method contains a magic number: 2,565
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToInt,Magic Number,The method contains a magic number: 0x0F12F0C1,565
commons-lang,org.apache.commons.lang3,ConversionTest,testShortArrayToInt,Magic Number,The method contains a magic number: 2,565
